House_Size,Num_Bedrooms,Num_Bathrooms,Year_Built,Garage_Capacity,Has_Pool,Has_Garden,Price
1801.0598693676072,1,1,1971,2,0,1,1145110.037352526
1608.4908075142903,3,1,2003,3,0,1,892180.8835193424
1306.4640736184626,1,1,1977,3,0,1,817085.0402471817
1608.4186816525241,4,2,1982,0,1,1,1016691.4116457555
1961.410969939791,2,2,2011,2,1,0,1066608.0086166423
1489.2521882670146,5,2,1977,1,1,1,957248.2386424731
1969.3930967442018,2,3,1999,1,1,1,1152940.0449040525
714.0764687730767,4,1,2001,2,0,0,451832.4035282321
1746.5707513125672,2,3,2005,1,1,1,1023478.3459545122
1526.1141204714513,2,2,2016,3,0,1,771811.938966195
1410.2977948602397,4,3,1999,1,1,0,929724.6969435568
1527.5282329606507,2,1,1970,0,1,1,983121.7001864649
903.7293256197322,3,1,2012,3,1,1,640582.8481847991
1434.0984336487463,3,2,2008,3,0,1,985262.1232212621
1607.1337714535239,2,2,1986,3,0,1,994671.6971067565
1943.3682134224548,5,3,1989,2,0,1,1247824.5886501055
1344.5189345179058,4,2,1993,2,0,1,914177.6088844584
1257.4519191320437,3,2,2019,3,1,0,645175.29173674
1349.472886924639,5,1,1991,2,0,1,882920.1033997976
1774.6206353106222,2,2,1998,1,0,0,923163.570139472
1598.6253328979053,5,2,1991,2,1,0,952267.4938704123
1341.0719388698883,1,1,2013,2,1,0,715187.3058448484
1653.9802299340067,3,1,1978,3,0,0,961354.3249661345
1529.1232648044122,2,3,2006,0,1,1,949084.6304390909
1790.5934971598667,4,2,1979,0,0,1,1090996.2398302685
1289.3840718367942,2,1,2005,0,1,1,767062.9667775172
1401.7013560206694,4,3,2006,1,0,0,888984.8500706328
1382.3675540603526,2,3,1997,2,0,1,881358.0931097815
1060.9455155603644,5,2,1997,0,0,1,728603.9672418494
1588.836083119373,5,2,2011,3,0,1,900192.8022559471
1578.3165816539668,5,3,2012,0,0,0,908191.6513591472
1501.5340369927383,1,1,1990,0,1,0,850083.4101935016
1429.623859987456,4,3,1993,2,0,1,946484.5741507822
1075.3887773848758,5,2,2011,2,0,0,633265.4058062385
1373.8064031703923,1,1,2009,2,0,0,755335.9420964322
1397.185645041969,4,1,1971,1,0,1,797311.5997015119
1259.3168192335143,2,3,1977,1,0,0,821954.308902721
1451.6142865001973,1,2,2017,0,1,0,823924.5071683349
1621.2152570443616,3,3,1996,2,1,1,945300.8267243837
2065.855770363159,1,3,1991,0,0,0,1062291.4582913648
1552.3733438495517,1,3,2006,3,1,0,937558.2655039888
1577.2651172168294,4,1,1996,3,0,0,1009372.504336573
1477.6662252701499,2,1,1998,2,1,0,813993.8207626075
924.3686354102875,3,2,1972,2,1,0,692514.5231359475
1492.045837365235,5,2,2013,3,0,0,888911.032781226
1518.069062982308,5,3,1982,2,1,0,1036194.2366257983
2238.972633745586,1,3,2014,1,1,0,1267645.8623910586
1442.2917105656632,4,3,1979,1,0,1,927910.8473569535
1590.4642027000837,4,2,2005,2,0,1,871512.5360360127
1489.586469088427,5,1,1978,3,1,1,1018852.5170504192
1149.3965887141403,3,1,1996,0,1,1,751799.2579069134
1842.8468443545062,2,3,2003,2,1,0,1096944.9098369782
1725.5799098060322,3,3,2020,2,0,1,1020573.658064565
1737.309584112914,2,3,1970,0,1,1,1012715.4476398517
1227.1837635615784,5,3,2001,2,1,0,884740.0203317448
1920.8382932808297,2,2,1994,0,1,0,1134326.1326812466
1079.4446811623156,4,1,1998,3,0,0,635951.2017389246
1676.0571281400812,1,3,1976,1,0,0,1025743.3145959282
2157.1366877429937,1,2,2018,3,0,0,1170151.8156032662
1202.8391024607936,5,3,1972,1,0,1,833876.3988876555
1330.1106811191685,4,3,1989,0,1,0,845237.5737386501
1529.8954095262923,3,1,1989,1,0,1,900048.0349338934
1348.9573037651403,4,3,2022,3,1,1,949023.6112980586
1034.8009706801602,1,1,1999,1,1,0,668054.2345700059
1520.5688924418082,1,1,2004,0,1,1,914876.8004028748
1181.3088858821684,4,1,2004,1,1,1,773882.660568353
1642.0777291905545,4,2,2018,2,0,0,1000497.4507719971
1224.172729729859,1,2,2008,3,0,1,685370.7111629009
1964.9803215052618,3,1,1996,2,0,1,1153662.309677534
1265.0240122991288,5,3,1995,0,0,1,817837.604551116
1403.3815451382973,5,1,1983,1,0,0,763700.5231987325
1744.055165210901,4,3,1986,2,1,0,1004722.4996643523
1130.7407050698134,5,1,1987,2,0,0,703221.4135304457
1568.237980381239,1,3,2014,1,0,1,908876.689408055
1892.1428262847285,1,2,2021,1,0,0,974967.4237256658
1017.7550296316317,4,3,1998,3,0,1,679321.6779465803
1555.3901575596913,4,1,1989,2,1,0,994858.1248735877
1577.964838274527,4,2,2022,2,1,1,942231.8131647791
1734.5468615331931,3,3,1996,0,1,0,1095813.792868317
1128.9147867365755,5,3,1987,3,1,0,863713.5803592944
1103.863016074717,4,3,1973,0,1,1,778025.5740659244
1656.5824696850693,2,3,1970,2,0,0,1023964.3074254511
1589.095401969956,2,3,2019,0,1,1,964409.7237027971
1575.147855103763,1,2,1970,2,1,0,928290.6637539114
1603.9344628490926,5,2,1995,2,1,0,1053048.9645731538
1295.9925835264528,4,2,2014,0,0,1,837441.3945327527
1569.676109148301,2,2,1989,0,0,1,861216.2930346305
1587.9217419896045,5,1,2021,1,1,1,978638.3029108393
1285.6945745920896,1,2,1992,1,0,0,740972.4784248531
2059.732353343427,3,3,1979,1,0,1,1251347.150044249
1642.1498762735362,5,3,1980,2,1,0,1036882.0206143012
1142.6089508392054,5,2,2010,0,0,1,704416.4587807812
1696.966082590149,3,3,2010,3,0,1,1024933.0243106321
1207.5954989318036,5,2,1974,2,0,1,881865.7106285804
1736.1253811227357,1,3,1970,3,1,1,1006093.8347908712
1847.5786737022213,1,1,1986,0,1,1,994549.0291842544
1253.7953044944868,3,1,1991,2,1,1,777872.406848714
1789.0128387732966,4,2,2003,3,0,0,1037377.5657825707
1623.8342780809494,2,2,2014,3,1,1,882637.998918599
1746.618047998347,4,2,2010,1,0,0,1081218.7883449309
2069.0378947961844,5,3,1998,1,0,1,1228003.6178306364
1426.383565199139,2,2,1973,1,0,1,849186.556390571
1273.8791506927532,3,1,1974,2,1,1,912071.4522481475
1233.145671112343,3,3,1980,0,1,0,830462.5103123621
1255.2569145103685,2,2,2020,0,1,0,703857.3633885167
1476.8694871757687,1,3,1990,1,1,1,904665.1358532921
1602.3455924449931,2,3,2004,1,0,0,913085.9396036726
1583.0072397990057,5,2,1981,1,1,1,1095921.1627459666
1748.1549747108072,1,3,1995,3,0,1,1008706.277271224
1503.900567563372,3,1,2020,1,1,0,797847.3066887755
1936.060223147195,2,1,1988,3,1,0,1024168.9062333326
1420.6029500286131,4,3,2014,0,1,0,948059.542384641
2316.0507499768855,4,2,1976,2,0,0,1295594.6401003113
1687.700204329502,5,3,2016,2,0,1,1069360.6849464166
1242.8527330751153,4,1,1976,2,0,0,787014.5380733103
1178.7322505816664,2,3,1995,2,0,0,701533.3858969203
1644.7417245729555,2,3,2009,3,0,1,958378.4914363214
1432.9611644022448,4,1,1974,3,1,0,999649.4762775991
1714.2001482276276,2,3,1990,1,0,0,912696.9026816576
1641.9712873720634,5,3,1983,3,0,0,1016662.8821482355
1478.1513262029382,1,2,1973,1,0,0,894403.9511356541
1245.9618845794785,5,2,1992,1,0,1,749823.6918674265
1045.5458325942407,5,1,2011,2,1,1,785637.0566859995
1366.0455143798936,2,1,1989,3,0,0,846635.2429776281
1756.9196382970417,1,1,1984,3,1,0,1026049.6034051377
1564.2281232390612,2,2,2019,1,1,1,890956.2164058173
1126.2783663864036,3,1,2021,1,1,0,609560.8754340039
1551.9542777553545,2,1,2014,0,0,0,875329.4335843808
1615.595213918651,2,1,1998,0,1,0,1055229.8536835199
1234.84276913966,2,2,1977,1,0,0,750716.0113656729
1546.1175317836585,1,3,2010,0,0,0,759756.4953552342
1517.4626155337999,2,1,2017,0,0,0,842607.1322732373
1157.108910650813,1,3,1988,1,0,0,731567.6038954663
1607.336208104485,4,1,2017,1,0,0,868775.4824574456
1668.2353579104704,3,3,2008,3,1,0,981842.0826507654
1824.915372952583,1,2,2015,1,1,1,993088.7750389769
1816.1406156104708,4,2,1997,1,0,1,1047502.1144620511
1086.6991896128727,1,1,2015,2,1,1,647741.439092534
1218.6524880254633,1,3,1996,3,0,0,688281.1885880565
1654.510580162598,3,2,1973,3,1,0,965463.4030136878
1654.1357852736626,5,1,1984,3,1,1,1069786.6619205822
1654.5143058918143,5,1,2004,2,1,0,1002124.0509527221
2655.819447196416,1,2,2006,1,1,1,1433097.6350923672
1671.26715320795,2,2,1970,3,1,0,1022793.0624400508
1840.6696920541797,4,1,1972,3,0,1,1040326.0607491676
1786.2005290479606,2,3,2016,0,0,1,1018260.4106738183
1695.4173753917394,2,3,1993,3,1,1,1021924.2776813916
1405.4192266078962,1,3,1996,1,0,0,816684.086709587
1727.6907661479802,1,1,2009,1,1,1,992827.8383449385
1268.1524356387285,1,2,2005,0,0,0,758633.7817336732
1428.9544179779973,1,1,2003,3,1,0,834624.9298384442
1354.390935651269,5,2,1998,3,1,0,945531.4093283508
1524.5622418158969,1,3,1993,3,1,0,901185.463851444
2194.397570002053,5,3,1993,2,0,0,1278489.9093328053
939.8204422224755,5,2,2011,3,0,0,637363.812470054
1705.878057112354,1,2,1973,1,1,0,1031645.2735900877
1016.1852386431045,3,1,1972,1,1,1,725640.573172698
1358.42044026317,4,3,2003,2,0,1,870963.8141246747
1826.6851790902099,2,1,2018,2,0,1,951955.8224648788
1519.284005728639,5,1,1992,3,0,0,966294.9616526358
1176.6765666212082,4,1,2022,0,0,0,641268.0515714556
1285.4088872220095,3,3,2021,2,0,0,723909.5739210187
1703.8793246804028,2,1,1992,2,1,0,931015.4078433173
1280.890010484859,2,1,2014,3,0,1,750286.5697023277
1564.9375768745924,5,1,1974,3,1,0,1067055.0033608305
1513.671551971144,1,1,2000,2,1,1,836567.7487665613
1304.519895718255,3,1,2022,0,0,0,812188.7455178318
2143.183226797598,5,1,2010,2,0,1,1285082.1245214776
1690.1757066954033,3,3,1975,3,1,0,984857.7501851702
892.4572240027179,1,1,2006,3,0,1,529089.852892443
1555.9362944308282,1,2,1979,2,1,0,869955.6338658738
1301.4640605694835,5,1,2009,0,0,1,832979.8031715276
1755.7300004388671,1,1,1976,2,0,0,930456.832835913
1262.2437784701897,4,3,2008,2,0,1,730065.915382286
1465.5790675599303,2,3,2007,3,1,1,897503.2449431107
1651.496183694137,5,2,1990,0,0,0,1047217.7955318814
1759.7265582510365,3,2,1989,1,1,1,1054237.4679333905
1139.9110778832671,4,3,1972,0,0,0,765877.7321094676
1399.6496292477154,5,3,2020,2,1,0,919686.3695012098
1357.5164066517132,1,1,1991,2,0,0,690144.4236888029
1304.0012302278865,1,3,2016,2,1,1,749031.9087562106
2029.636272084329,1,2,1973,0,1,1,1165141.3454020445
1621.4945132882867,1,1,1997,3,1,0,903879.5074613739
1121.7348136994865,3,2,1981,2,1,0,828090.1343694511
1775.358584116433,4,1,2007,2,1,1,1007263.172304172
2136.64685910379,2,3,2020,0,1,1,1160860.4243902524
1809.739578165344,3,2,2005,1,0,1,1057397.0020566592
1044.1890102137959,3,1,2016,1,1,0,612699.8382177335
1354.7297781401246,2,1,2010,3,1,0,660773.259122552
1880.073344755987,2,3,1974,3,1,0,1230770.7338486842
1287.6991603143658,1,3,1982,2,0,0,716134.3108458585
1633.1458284438686,3,3,1992,0,0,0,980617.5503560245
1732.390216028801,5,2,2019,2,0,1,977525.5494531927
1221.920858526575,2,1,1999,3,1,0,706808.6839091381
1482.14239318146,2,3,2006,0,0,1,781924.5464566681
527.6197979792782,4,2,1994,0,0,1,385750.22897648514
1192.683707599713,5,2,2017,3,1,0,760127.762927429
1424.2295545820518,5,2,1996,1,1,1,922486.4934237811
1125.6650454105452,2,3,2020,1,0,0,642204.08058645
1989.7233911794906,1,3,1983,0,1,1,1077785.704241554
1070.9575866118103,4,1,2017,2,1,0,660283.8018887087
1367.9866539909049,5,1,2016,1,1,0,918343.8603341928
1539.2221731858274,2,3,2005,2,1,1,1009030.6138635044
1932.3819867198347,5,2,2008,1,0,0,1143975.3448056518
1069.2413546461682,4,2,1985,1,1,1,775775.6396600928
1848.9491256464878,4,2,1991,2,0,0,1189515.7028800112
1503.0699183058762,3,1,1990,3,0,0,918097.342132363
1205.5474046856148,2,2,1990,1,0,0,747983.195369685
1638.631042278981,4,1,1977,1,0,1,912086.3698338134
1559.717908672041,3,1,2018,2,1,1,874227.4262741136
1319.9349368523617,3,2,1985,3,1,0,846332.9525761207
1520.9406254970056,5,2,2000,1,1,1,933098.2014947905
1384.405920941472,5,3,2011,1,0,0,809305.1961195774
1534.0552035753744,3,3,1979,3,0,1,921904.6493760748
1698.639202356314,5,2,2001,1,0,1,960141.0690691007
1975.8050448436056,4,1,2003,3,1,0,1123333.2981177003
1128.6553503519453,1,1,1978,3,0,0,691299.4529165176
2139.91001239688,4,1,1986,2,1,0,1341771.202522674
914.3736601432495,3,1,1980,0,1,0,645035.9392073057
1454.464471489325,3,1,2001,3,1,0,916040.0099966342
1676.495161945373,4,3,1979,2,1,1,996070.9117527661
1584.2975603205098,5,2,1991,0,0,1,980113.6154113557
1313.1901440538218,5,3,1986,1,1,0,875247.0768620538
1437.5633248928175,3,1,1973,0,0,0,858318.7172939677
1352.0997196023502,2,1,2017,3,1,0,779015.4863273021
1323.1905729167365,5,1,2021,3,0,1,911699.1235091017
1754.8806291063074,4,1,2016,3,0,0,1012079.0903680448
1607.1046457895143,5,2,1994,3,1,0,1030063.4906416008
1292.1271214218036,4,1,1990,3,1,1,755941.5494685593
1769.8799626299751,3,2,2006,2,1,1,1056606.1972177713
1592.1898562629829,5,1,2007,3,0,1,1034557.8956330231
1743.858635651688,4,2,2018,2,1,1,1084708.0982328958
1688.8886525770836,3,3,1970,1,1,0,934664.7793013863
1251.3014967233782,2,1,1994,3,0,1,737166.994704378
1331.945687940909,4,2,2020,3,1,1,945567.8173386047
1724.1880815369786,2,3,2005,0,0,0,957562.0047544132
1683.1110796300395,2,1,1986,1,1,0,989676.338950576
1493.7295218107556,1,1,2010,3,0,0,905815.2252697429
1535.1982149926346,5,1,1993,3,0,1,954868.4004189719
1883.2994687365274,4,2,1971,1,1,0,1183201.227366159
1322.528583349251,2,2,2009,2,0,1,805834.0855325435
1664.1292143510113,1,3,1984,3,1,1,1047322.0503510253
1439.3422042698319,3,2,2001,0,1,1,900631.8849765894
1434.695639031834,4,2,2008,3,0,0,844966.3255901777
1829.633055596157,2,1,1975,0,1,1,1045426.650226945
1747.624904696409,5,1,1970,0,0,0,999083.6433297882
1744.0528908001916,1,1,2016,3,0,0,862040.9894565813
1891.6436421462986,2,1,1992,3,0,0,1124048.3166069814
1506.3011524898277,5,1,2008,0,0,1,903654.7245889744
1704.5858913884892,2,1,1986,1,0,1,1034000.9548204675
1406.9199730219632,4,1,2003,1,0,1,926728.620240214
1597.2499057465327,4,3,2010,3,0,0,969295.8269187436
1460.9570836896946,4,3,1998,2,0,1,854804.085260316
1529.0987894978155,1,3,1978,1,1,1,924739.9874562845
1678.5471076310741,4,3,1982,3,1,1,1051716.373477381
1254.5337950299581,5,1,1975,1,0,1,721259.3745622297
2127.716182705638,2,3,1975,2,1,1,1241771.6461063751
1198.1947855500894,3,1,1989,3,1,0,764520.532171819
1135.7434161636804,5,3,2021,2,1,0,732705.4882936075
1847.4332620500204,5,2,2022,3,1,0,1076139.3766774358
1737.4988081888807,4,3,1972,2,1,0,1030872.6129877927
1687.2359451156465,1,3,1986,1,1,1,1015414.0799755371
1688.503652779284,2,1,2018,1,0,0,1007715.290550454
1496.3259681459256,1,3,1981,2,1,1,989094.1784755201
1230.8236885542506,2,2,2017,2,1,0,774093.1886764736
1522.7413674581178,2,1,2016,2,1,0,907141.139675611
1296.8514865463665,1,1,2014,3,1,0,745793.586060227
1792.5359200253254,5,3,1970,1,0,1,1034042.3010483107
1455.8827855493585,2,1,1986,3,0,1,851469.8083016443
1252.3508409622466,1,1,1972,1,0,0,673711.5361145157
1403.584247504102,2,1,1995,0,0,1,812526.9612193172
1623.8794362826873,3,1,1984,3,1,0,1047600.4533382814
1330.8826341588076,5,1,2005,1,0,0,907111.7965918268
1253.3338813300707,4,1,2001,1,0,0,756897.9922240619
1573.1061634475736,2,2,2001,3,0,1,845195.264864919
1573.4899713326167,3,3,1973,3,0,0,974878.7881744072
1347.917047388661,4,2,1987,1,1,0,864451.3318399996
1358.6885083145032,4,1,2018,3,0,0,843286.4476835615
1569.6149812072908,2,1,1988,2,1,1,943847.7130836039
1065.5746975508027,1,3,2012,3,0,0,642113.2624734354
1077.7608676870334,2,2,2021,3,1,1,659277.3959491638
1284.4667336242692,3,3,2004,3,1,0,810638.2676566907
1435.9658544864458,4,2,2009,1,0,1,897644.5485839819
1593.2722696794015,2,1,1983,2,0,0,811211.9490325258
1942.6068650848656,1,3,2002,0,0,0,1041439.0042592415
1757.2978869606059,2,3,1983,0,0,1,1058043.9418800985
1452.0184410109719,5,1,2003,2,1,1,1013045.6675557626
1494.2951376291933,1,3,1973,2,1,0,892230.7466080848
1199.2411906086572,3,2,1993,2,0,1,818889.0843455179
1494.446059202283,4,2,1998,1,0,0,976724.2218720388
1413.4024083239585,2,2,1988,0,1,0,822432.0841088453
1596.8155681014268,1,2,1975,2,0,0,888497.3574091224
1251.8307169343032,5,1,2002,1,1,1,812811.6349625553
1655.8039542723518,1,3,2018,0,0,0,893804.387883021
1959.8216739007732,5,2,2009,3,1,1,1258451.9703431625
1467.3719554629427,3,1,1988,1,1,0,844999.7187559915
1620.5135166296825,4,3,2022,0,1,1,1063160.0301201146
1707.0431975133338,3,3,1970,1,1,1,1031483.7211203559
1379.633858434249,2,1,1974,0,1,0,760595.6832362465
1567.227744543125,1,1,1996,0,0,1,891802.7328494964
1503.7777202345385,5,2,1985,3,1,0,1041416.8815607296
1529.3028295646495,5,3,1975,1,0,0,976584.1888329705
1268.09706484336,1,3,2009,2,1,0,784802.7523199936
1507.3530522776828,1,1,1982,3,1,0,987391.388040107
1649.3994873736349,2,3,2017,3,0,0,1007932.3827635825
1935.3430823385124,3,2,2004,0,0,1,1098217.8120583813
1787.781247825562,5,3,1988,2,0,0,1072333.279753684
2145.954737253467,2,1,1981,1,0,1,1254730.3119508028
1269.7957311335852,3,1,1985,2,1,1,859362.0612380869
1761.6961910162036,2,2,2012,2,0,0,1002776.9296411059
1555.0026017215055,5,2,1979,2,1,1,1005150.6165610782
2156.9408799653015,1,3,1994,2,0,0,1188650.9581693092
1257.5105143934545,1,3,1989,2,0,1,760379.2789658244
1248.0834473457671,3,1,2000,0,1,1,756523.2844938189
1320.1822063667933,4,2,1973,0,1,1,840033.6963535975
862.8312827070579,3,2,2013,3,0,0,574675.5731509441
1342.2734934957716,4,2,1992,0,1,1,829820.9819594186
1272.2602015338907,2,3,1971,3,1,0,841999.0593126687
1545.1181359428622,2,2,1991,3,1,1,849565.4063604787
1602.5267927331479,5,1,2020,1,1,1,949269.6879365332
2062.851251764766,4,1,2006,2,1,1,1268342.0859170854
1785.127151455815,5,3,1977,0,1,1,1088542.114454683
1326.928903301279,1,3,1976,1,1,0,845069.5497027967
1230.4755985954926,4,2,1983,0,1,0,754373.6117960925
1647.5757514519516,3,3,1972,3,0,1,1068577.158565637
1103.9300378938074,1,1,2019,0,1,1,626109.5715869765
2049.4376297563063,1,2,1985,2,0,0,1115886.4846598888
1853.832036216386,3,1,1988,3,1,0,1099633.5920355439
1359.2473043685886,1,2,2020,3,1,0,725452.3038282095
986.0596412727367,4,3,1987,1,1,0,742634.3615741914
1906.1617122496239,5,2,2021,2,1,1,1220252.5282005987
1465.6380464242147,1,2,1985,3,0,1,852817.4483623595
1871.3448935920385,4,1,1977,2,0,0,1122882.6553410965
1021.6717023616899,2,1,2002,0,1,0,655781.3851914478
1320.1874931138682,4,2,2018,2,0,0,790530.8689403527
1501.573109915455,5,3,1981,3,1,0,942374.1973218343
1514.0941781294225,4,3,2022,1,1,0,1002751.1956623035
1364.980358556227,3,1,1980,3,0,0,810864.0940316736
1686.8549797042497,5,3,1974,2,0,1,1046970.7513914343
1179.7138711852217,2,1,1996,2,1,1,823796.5321593072
1457.286154493612,3,3,1981,3,1,1,986146.0156246162
1536.0886895135698,4,2,1986,2,0,0,947915.8485596855
1654.3316502176247,5,1,1975,0,1,0,971627.7919386848
1713.484463426667,2,1,2002,3,0,0,1002882.4346239945
1162.6073724486391,3,2,1974,1,1,1,925129.6165003068
1039.7657487793133,2,1,1997,3,1,0,704908.2575835836
1883.3030465695526,4,3,1983,0,0,0,1131455.9480994046
1599.6942035938775,2,3,1974,0,0,1,989901.7416212437
1275.454039033034,1,1,2002,0,0,0,677321.2528580899
1965.345592656757,3,3,2019,0,1,1,1124790.2598487209
1534.7023902878575,2,1,2017,0,1,1,860828.920932118
1853.789155219148,4,2,2010,1,1,0,1061147.07984023
1520.2555444230327,4,1,1988,2,1,1,942505.5289227155
2118.2243774645963,2,2,1991,0,0,0,1143256.829119852
2026.6022527329615,4,3,1974,0,1,1,1225066.9009247741
1425.310755456278,5,2,1971,3,1,0,941021.4761491341
1791.4712852863067,5,3,1999,1,1,1,1136886.2354936383
1693.6127848755443,5,1,2016,1,0,0,982746.0433481644
1910.5894672597046,1,3,2008,2,1,1,1113662.8563054374
1210.5229618259687,2,1,1973,1,1,1,846376.3590802085
1705.8154379995317,1,1,2002,3,0,1,962744.4309355913
1817.5273460548763,4,2,1982,3,1,0,1230308.222667477
972.3781540730657,1,2,1989,2,1,0,637823.5540276634
1145.0224462002675,4,2,1976,3,0,1,757148.2435559918
888.2303466719699,4,2,1984,0,1,0,690594.3352883349
1419.1779496666327,3,3,1992,0,1,1,891612.6114479064
1715.2626767387887,5,3,1983,3,1,0,982947.130782688
1950.7071156288084,4,3,1992,2,0,1,1171153.4007226452
1522.2284341259326,3,1,1988,1,1,0,898655.4251657685
1988.5846636713875,5,3,1998,2,1,1,1314619.7011501105
1085.9695625355325,4,3,1989,1,0,1,687106.4470177479
988.9852681934535,4,3,1998,3,0,1,677859.8931928131
1483.3356903310143,1,2,1993,3,1,1,965049.8139685302
1615.2196346817923,1,3,1987,0,1,0,958330.2439771051
1490.191575571772,5,1,1979,1,1,1,955522.9465372293
879.767369988037,4,2,2010,2,1,0,575059.4016703669
1473.2639881461635,2,1,1977,3,0,0,885219.2804168332
1108.659149848544,1,3,1995,2,1,1,715864.5177633585
1700.9017646490115,5,2,1998,0,0,0,967059.4190641459
1609.9794738290545,4,1,1979,1,0,0,918197.409848134
1218.0360641017935,4,3,1986,1,1,0,770294.4263286426
1345.839924798992,2,1,1971,3,1,1,810292.181711302
1182.2359434333146,5,1,1975,1,0,0,810819.6597152741
1481.1962708180483,4,1,1974,3,0,0,954567.8033400461
1786.5426961503715,1,3,1997,0,1,1,1081055.0708944753
1204.2821860993367,2,3,2010,1,0,1,730366.0704880946
1651.2139546553533,5,1,1974,3,1,0,1037475.5379376686
1340.9227144882677,2,2,1987,2,1,1,835242.251749567
1262.1381503212967,1,2,1995,3,0,0,790124.1538059537
1467.8908920136328,5,3,1989,1,0,0,831938.0549070248
1189.4273032741878,2,3,2010,0,1,0,696989.3464692228
1333.9052083958454,3,3,2018,1,0,1,762585.3228227019
1140.6366322233455,1,3,1996,1,1,0,770312.6934410932
2089.4175398749167,1,3,2018,3,1,1,1170835.8937651026
1510.5790655915187,1,2,1981,2,1,1,835490.0910237706
1290.0823476022242,3,3,1976,1,0,0,818212.3559134516
1564.1939732202666,3,1,1972,2,1,1,959591.2768654376
